"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 11 12:29:18 IST 2023","Mon Dec 11 12:30:42 IST 2023","84342","chromium","amazon.test.ts","","","","Amazon POC",""
